,ProductId,Title,Description,Vendor,ProductType,Price,ImageURL,ProductURL
0,9344849641756,"""Mahabharata: The Great Indian Epic by Sudarshan Ray - English | Paperback | Book on Ancient Indian Stories about Pandavas and Kauravas | Kurukshetra War | Greatest Epic of India""","In this gripping retelling of the ancient Indian epic, you will be transported into a world of warring kingdoms, magic, and divine intervention. Through the eyes of the Pandavas and Kauravas, witness a tale of love, loss, and redemption, as they battle for control of their kingdom and their own destinies. With vivid descriptions of the Kurukshetra War and political intrigue— read the Mahabharata like never before! • A massive epic.• Explores concepts such as dharma, karma, and the nature of the self.• A rich and compelling work of literature.• Continues to be a source of inspiration and guidance for millions of people around the world.• Its themes of war, love, betrayal, and redemption are timeless.",Sudarshan Ray,Books › Religion & Spirituality › Religious Studies,199.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41irv5ojLBL._SY445_SX342.jpg?v=1715061988,https://shopingai.myshopify.com/products/mahabharata-the-great-indian-epic-by-sudarshan-ray-english-paperback-book-on-ancient-indian-stories-about-pandavas-and-kauravas-kurukshetra-war-greatest-epic-of-india
1,9344872546588,"""Reflections in Verses: Exploring Love, Life, and the Female Experience""","""Step into a world where words dance upon the page, painting vivid portraits of love, life's complexities, and the resilience of the feminine spirit. 'Reflections in Verses' is a captivating collection of poems that delves deep into the heart of young minds, untangles the web of confusion, and celebrates the beauty and strength of women and young girls. These verses offer clarity amidst the chaos and evoke emotions that resonate with every reader. Join us on this poetic journey, where every reflection is a masterpiece, and every verse is a revelation.""",Tanya Kataruka,Books › Literature & Fiction › Poetry,150.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41e-dlcOtUL._SY445_SX342.jpg?v=1715063196,https://shopingai.myshopify.com/products/reflections-in-verses-exploring-love-life-and-the-female-experience
2,9344874578204,"""The Awakening of Kalki: A Tale of Kali Yuga"": ""The Rise of Kalki""","""Kalki: The Avatar of Vishnu"" is an epic tale of destiny, courage, and redemption set against the backdrop of a world shrouded in darkness. At its heart lies the journey of a young boy named Kalki, who discovers his true identity as the avatar of Lord Vishnu, destined to bring hope to a world on the brink of destruction.
Guided by two Cherengeeves, emissaries of the divine, Kalki embarks on a path of self-discovery and enlightenment, confronting his doubts and fears as he prepares to face the ultimate evil, Kalipurush. Alongside legendary figures such as Hanuman and Parshuram, Kalki learns the ancient arts of combat and harnesses his innate powers in a desperate bid to save humanity from the clutches of darkness.
As the forces of good and evil collide in a climactic showdown, Kalki and his allies confront Kalipurush in a battle that will determine the fate of the universe. With the legendary Manikant sword in hand, Kalki delivers the decisive blow that brings an end to Kalipurush's reign of terror, ushering in a new era of peace and prosperity.
But Kalki's journey is far from over, as he embraces his role as the savior of the cosmos and prepares to face the challenges that lie ahead. Through courage, determination, and unwavering faith, Kalki stands as a beacon of hope in a world besieged by darkness, his legacy enduring for generations to come.",Abhinandan Shivam Priyadarshy,"Kindle Store › Kindle eBooks › Fantasy, Horror & Science Fiction",0.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41rBcZ81tpL._SY445_SX342.jpg?v=1715063311,https://shopingai.myshopify.com/products/the-awakening-of-kalki-a-tale-of-kali-yuga-the-rise-of-kalki
3,9344858816796,"""Unveiling the Subconscious: Navigating the Depths of the Mind""","I mentioned the subconscious mind's role in orchestrating thoughts, emotions, and actions, which inherently involves the storage of information. The subconscious mind serves as a reservoir where memories, beliefs, and experiences are stored, influencing our daily lives without conscious awareness. It's in this intricate storage system that the profound impact of the subconscious on our decision-making and behavior unfolds.",Satish Kushwah,"Books › Health, Family & Personal Development › Self-Help",249.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41PWEbiPgHL._SY445_SX342.jpg?v=1715062451,https://shopingai.myshopify.com/products/unveiling-the-subconscious-navigating-the-depths-of-the-mind
4,9343466242332,(Old Edition) All In One History 12th Class,"BOOK STRUCTURE
Complete syllabus coverage in 12 chapters
Complete syllabus coverage in 12 chapters
Project Work
Project Work
CBSE Solved Paper
CBSE Solved Paper
Latest CBSE Sample Paper
Latest CBSE Sample Paper
5 Sample Question Papers
5 Sample Question Papers
BOOK FEATURES
Formulated as per the Rationalised NCERT &amp; Latest CBSE Syllabus 2023-24
Formulated as per the Rationalised NCERT &amp; Latest CBSE Syllabus 2023-24
Complete theory in each chapter
Complete theory in each chapter
Check Points for a smooth part-by-part understanding of each chapter
Check Points for a smooth part-by-part understanding of each chapter
NCERT Folder includes solutions of all the NCERT Solutions
NCERT Folder includes solutions of all the NCERT Solutions
Chapter Practice Section contains Exam Pattern Questions
Chapter Practice Section contains Exam Pattern Questions
Unsolved Exercises having Exam Pattern Questions for Self-Assessment
Unsolved Exercises having Exam Pattern Questions for Self-Assessment
Sample Question Papers prepared exactly on the latest syllabus &amp;pattern of examination
Sample Question Papers prepared exactly on the latest syllabus &amp;pattern of examination
WHY THIS BOOK?
Fully revised for class 12th and CBSE Exams 2024
Fully revised for class 12th and CBSE Exams 2024
Complete Study: Well-explained theories in each chapter
Complete Study: Well-explained theories in each chapter
Complete Practice: NCERT questions and Chapter Exercise
Complete Practice: NCERT questions and Chapter Exercise
Complete Assessment: 5 Sample Questions Papers for rigorous practice
Complete Assessment: 5 Sample Questions Papers for rigorous practice
The study material is in a clear &amp; concise form
The study material is in a clear &amp; concise form
The book ensures complete preparation and practice to succeed in the exam
The book ensures complete preparation and practice to succeed in the exam
TABLE OF CONTENT:
PART I: Themes in Indian History- Bricks, Beads and Bones, Kings, Farmers and Towns, Kinship, Caste and Class, Thinkers, Beliefs and Buildings, PART II: Themes in Indian History- Through the Eyes of Travellers of Society, Bhakti-Sufi Traditions, An Imperial Capital Vijayanagara, Peasants, Zamindars and the State, PART III: Themes in Indian History- Colonialism and the Countryside, Rebels and the Raj, Mahatma Gandhi and the Nationalist Movement, Framing the Constitution, Project work, CBSE Solved Paper, Latest CBSE Sample Question Paper, Sample Question Papers (1-5)",Kamlesh Kumar Adhishree Neurgaonkar,Books › School Books › CBSE,356.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51mP9sEUhuL._SX342_SY445_d232440f-673e-4b2c-af1b-e98dcdcc2980.jpg?v=1715060408,https://shopingai.myshopify.com/products/old-edition-all-in-one-history-12th-class
5,9344875954460,"(Science for Dreamers Series: Bedtime/Anytime science stories for curious kids) Pitter-Patter, Pitter-Patter: Maya and Chestnut Discover the Rain's Chatter","Bedtime Science for Little Learners - Our engaging stories, crafted for curious kids aged 5-12, make learning science a fun-filled bedtime adventure. Explore the wonders of the universe together, as your child discovers basic scientific principles through simple, accurate narratives.   Pitter-Patter, Pitter-Patter: Maya and Chestnut Discover the Rain's Chatter  In the enchanting village of blooming flowers and cheerful birds, follow the adventures of Maya, a curious girl, and her chatty companion, Chestnut, the brown squirrel. One day, as fluffy rain clouds gather, Maya learns about the magic of the water cycle from her wise grandparents. From the sun's heat turning water into mist to the formation of puffy clouds and the joyful rain that follows, Maya discovers the fascinating journey of water.",Science for Dreamers,Books › Children's Books › Early Learning,188.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51MEn2BkvuL._SX342_SY445.jpg?v=1715063381,https://shopingai.myshopify.com/products/science-for-dreamers-series-bedtime-anytime-science-stories-for-curious-kids-pitter-patter-pitter-patter-maya-and-chestnut-discover-the-rains-chatter
6,9343570313500,(Science for Dreamers Series: Bedtime/Anytime science stories for curious kids) Why do we put our food in the fridge? How does it keep the food cool? Timmy Explores the Frosty Friend's Icy Secrets,"Bedtime Science for Little Learners - Our engaging stories, crafted for curious kids aged 5-12, make learning science a fun-filled bedtime adventure. Explore the wonders of the universe together, as your child discovers basic scientific principles through simple, accurate narratives.   Why do we put our food in the fridge? How does it keep the food cool?  This heartwarming tale unfolds with Timmy's innocent question about the fridge's purpose, leading to a delightful exploration of its role as a protector against unseen enemies. Through his father's explanation, the mundane appliance transforms into a fascinating marvel. The day is filled with laughter, creativity, and family warmth, as the refrigerator becomes a source of wonder for Timmy. 'Timmy and the Frosty Friend' is a charming story that captures the joy of family and the magic in everyday objects, leaving readers with a warm smile and a newfound appreciation for life's simple pleasures.",Science for Dreamers,Books › Children's Books › Early Learning,182.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51DRMczJyaL._SX342_SY445.jpg?v=1714996054,https://shopingai.myshopify.com/products/science-for-dreamers-series-bedtime-anytime-science-stories-for-curious-kids-why-do-we-put-our-food-in-the-fridge-how-does-it-keep-the-food-cool-timmy-explores-the-frosty-friends-icy-secrets
7,9344846299420,100 HIKES OF A LIFETIME,"This ultimate hiker's bucket list, from the celebrated Appalachian Trail to Micronesia's off-the-beaten-path Six Waterfalls Hike, treks through 100 energizing experiences for all levels.Filled with beautiful National Geographic photography, wisdom from expert hikers like Andrew Skurka, need-to-know travel information, and practical wildlife-spotting tips, this inspirational guide offers the planet's best experiences for hikers and sightseers. From short day hikes--California's Sierra High Route, Lake Agnes Teahouse in Alberta, Norway's Mt. Skala--to multiday excursions like Mt. Meru in Tanzania and multi-week treks (Egypt's Sinai Trail, Bhutan's Snowman Trek, and the Bibbulum Track in Australia), you'll find a hike that matches your interests and skill level. Crossing all continents and climates (from the jungles of Costa Rica to the ice fields in Alaska's Kenai Fjords National Parks), as well as experiences (a wine route through Switzerland or moose spotting on the Teton Crest Trail in Wyoming,) there is a trail for everyone in these pages. So pack your gear and lace your boots: this comprehensive and innovative guide will lead you to experience the best hikes of your life!",Kate Siber,Books › Sports › Active Outdoor Pursuits,2031.92,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61-egzyLsPL._SX342_SY445.jpg?v=1715061786,https://shopingai.myshopify.com/products/100-hikes-of-a-lifetime
8,9343542755612,"100 Novels That Changed the World: An inspiring journey through history’s most important literature, the perfect gift for book lovers and academics","A look at 100 inspiring novels that have left a significant mark on the world of literature and popular culture.
Before the novel, the world of books was dominated by scientific tomes, religious tracts and histories of the victorious in war. There had been stories and epic poems from ancient times – Homer’s Iliad and Odyssey recounted ancient Greece, and Sir Gawain and the Green Knight was a chivalric romance in Middle English, but it was not until the seventeenth century, when the European middle classes had money and leisure, that anything so frivolous as a novel could be sold for entertainment.
Colin Salter traces the evolution of the novel from the earliest examples through to the postmodernist best-sellers of the 21st century. Rather than dwelling too long on the technical nuances of innovative writing style he has amassed 100 of the greatest novel writers and chosen their most significant work.
For writers such as Herman Melville, James Joyce or Harper Lee the decision is not a difficult one. For Charles Dickens, Salman Rushdie and Margaret Atwood, the choice is perhaps more difficult.
Following the style set with previous books in the 100 series, most notably 100 Children’s Books and 100 Science Discoveries, each author is given a concise biography and their major novel analysed and then set in context with their other published work.
Readers can become ridiculously well-read in 224 pages.
Authors included: Alexandre Dumas, Daniel Defoe, Victor Hugo, Mary Shelly, Charles Dickens, Mark Twain, Charlotte Brontë, Emily Brontë, Gabriel Garcia Marquez, Hilary Mantel, Jane Austen, Robert Louis Stevenson, Walter Scott, Lewis Carroll, JRR Tolkien, Gustave Flaubert, Marcel Proust, Henry James, Harper Lee, James Joyce, Ernest Hemingway, Margaret Atwood, Alice Walker, Jules Verne, HG Wells, Virginia Woolf, Leo Tolstoy, Louisa M. Alcott, Arthur Conan Doyle, Bram Stoker, John Steinbeck, CS Lewis, Chinua Achebe, Jack Kerouac, John Le Carre, Arundhati Roy, Mila Kundera, Joseph Heller, JD Salinger, Alexandr Solzhenitsyn, Fyodor Dostoevsky, Miguel Cervantes, Graham Greene, F. Scott Fitzgerald, George Orwell, John Steinbeck, Evelyn Waugh, Robert Graves, Daphne du Maurier, Agatha Christie, PG Wodehouse, Raymond Chandler, Hunter S. Thompson, Khaled Hosseini.",Colin Salter,"Books › Biographies, Diaries & True Accounts › Biographies & Autobiographies",915.09,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41zUITwa-UL._SX342_SY445.jpg?v=1714995273,https://shopingai.myshopify.com/products/100-novels-that-changed-the-world-an-inspiring-journey-through-history-s-most-important-literature-the-perfect-gift-for-book-lovers-and-academics
9,9344829423900,"100 Selected Poems, Emily Dickinson: Collectable Hardbound edition [Hardcover] Emily Dickinson","One of the most striking American lyric poet, Emily Dickinson came to be known only after she passed away. This collectable edition brings together her finest poems including ?heart! We will forget him!? (47), ?Success is counted sweetest? (67), ??hope? is the thing with feathers? (254), ?I?m nobody! Who are you?? (288), ?The soul selects her own society? (303), ?I measure every grief I meet? (561), ?because I could not stop for death? (712), ?My life had stood ? a loaded gun? (754), and ?Rearrange a ?wife?s? affection!? (1737). Dickinson did not give titles to her poems. They are known either by the first line of the poem or the numbers allotted to them in the Thomas H. Johnson?s edition, the poems of Emily Dickinson. We have used the numbers to identify the poems. A Specimen of her exquisite craftsmanship, each poem gives an insight into dickinson?s life and the emotions she experienced.",Emily Dickinson,Books › Literature & Fiction › Anthologies,249.00,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61EUCZg5zvL._SX342_SY445.jpg?v=1715060902,https://shopingai.myshopify.com/products/100-selected-poems-emily-dickinson-collectable-hardbound-edition-hardcover-emily-dickinson
